timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,health_status
2025-01-01T00:42:00,55.059,57.866,61.025,64.507,66.912,71.686,71.893,73.305,75.624,76.584,82.713,80.707,0
2025-01-01T00:43:00,53.477,56.382,59.691,65.782,64.69,47.703,71.497,72.849,74.752,76.314,79.68,80.538,0
2025-01-01T00:44:00,53.391,56.62,60.648,63.104,66.4,,69.691,71.637,74.857,80.548,77.555,80.688,0
2025-01-01T00:45:00,54.449,58.786,57.822,63.325,64.301,68.41,,75.368,77.455,77.784,79.655,82.987,0
2025-01-01T00:46:00,54.063,56.394,55.757,62.632,66.387,67.275,71.832,73.796,74.112,77.324,80.865,82.21,0
2025-01-01T00:47:00,49.733,54.056,59.866,61.955,69.033,68.437,70.88,76.558,77.418,76.371,79.572,80.776,0
2025-01-01T00:48:00,52.969,54.457,59.898,61.587,66.25,69.049,72.355,72.818,74.891,77.554,78.06,82.74,0
2025-01-01T00:49:00,51.918,53.964,58.584,61.51,64.941,69.49,68.357,70.92,76.21,78.231,82.543,80.574,0
2025-01-01T00:50:00,51.869,55.372,57.239,58.817,63.589,65.44,70.598,72.835,73.904,79.518,77.16,82.918,0
2025-01-01T00:51:00,51.922,53.653,57.225,62.082,63.142,64.735,68.42,,75.969,78.674,81.934,82.44,0
2025-01-01T00:52:00,50.392,55.475,55.938,59.541,63.612,64.786,71.406,71.433,72.349,80.273,81.61,82.223,0
2025-01-01T00:53:00,,54.542,54.44,59.759,62.933,66.683,67.96,72.999,76.767,76.489,81.726,,0
2025-01-01T00:54:00,47.279,52.269,56.831,60.036,,64.651,,72.693,72.952,76.706,79.129,82.303,0
2025-01-01T00:55:00,47.425,50.591,54.577,59.435,62.041,67.707,68.932,70.972,76.504,75.593,77.362,81.908,0
2025-01-01T00:56:00,49.063,51.1,54.359,58.272,64.129,65.325,69.893,,73.562,76.337,78.964,82.17,0
2025-01-01T00:57:00,45.225,51.147,55.696,57.042,60.329,64.183,67.969,69.542,73.107,77.523,78.829,81.572,0
2025-01-01T00:58:00,43.517,52.048,53.283,60.006,60.075,,66.543,70.941,72.413,77.764,79.23,81.547,0
2025-01-01T00:59:00,46.336,48.308,51.432,57.629,60.024,65.954,66.686,69.912,74.204,75.557,79.198,81.89,0
2025-01-01T01:00:00,43.371,50.444,51.388,58.93,58.702,65.106,67.625,,74.727,74.26,77.217,80.72,0
2025-01-01T01:01:00,45.274,47.982,53.494,55.755,60.828,,64.398,68.885,74.798,,78.724,78.79,0
2025-01-01T01:02:00,43.626,48.162,49.854,54.835,57.329,64.472,69.107,70.945,72.876,74.323,72.741,81.441,0
2025-01-01T01:03:00,42.393,44.632,49.484,55.527,57.466,58.053,65.505,65.951,74.208,76.307,76.269,78.413,0
2025-01-01T01:04:00,42.049,51.108,51.731,55.188,58.3,61.21,64.135,67.622,71.886,,75.408,82.088,0
2025-01-01T01:05:00,21.401,43.96,52.972,54.228,57.882,59.015,66.981,66.397,70.484,74.692,75.103,81.552,0
2025-01-01T01:06:00,40.391,43.193,50.47,54.292,55.5,61.862,66.505,66.592,71.028,74.399,75.925,80.001,0
2025-01-01T01:07:00,41.71,,51.066,49.221,54.079,58.569,63.029,67.243,70.983,75.215,78.087,77.898,0
2025-01-01T01:08:00,,45.512,48.806,54.716,56.819,60.728,66.51,67.827,73.494,72.969,76.405,79.628,0
2025-01-01T01:09:00,40.817,44.341,49.796,32.489,57.708,55.758,61.387,66.536,69.162,72.915,77.194,80.155,0
2025-01-01T01:10:00,41.102,45.015,47.63,51.819,56.761,59.857,63.904,62.553,69.363,74.196,77.335,75.655,0
2025-01-01T01:11:00,42.85,43.46,49.454,52.835,57.473,57.483,62.036,67.937,70.11,69.712,76.842,80.156,0
2025-01-01T01:12:00,,,46.077,51.553,,61.444,60.932,64.351,69.878,71.077,75.38,75.127,0
2025-01-01T01:13:00,38.951,42.715,44.572,48.824,52.133,58.954,60.98,68.186,65.17,70.118,74.734,78.15,0
2025-01-01T01:14:00,42.228,44.416,,48.813,53.035,56.908,,64.172,66.256,73.29,73.608,77.319,0
2025-01-01T01:15:00,39.371,39.205,46.186,48.18,53.787,54.472,58.16,64.323,66.455,72.969,73.34,77.066,0
2025-01-01T01:16:00,40.012,44.762,46.239,49.209,51.791,56.234,61.169,,67.082,71.926,75.869,77.72,0
2025-01-01T01:17:00,39.923,42.249,46.494,47.088,72.501,56.308,59.609,63.0,68.522,70.375,73.191,75.983,0
2025-01-01T01:18:00,37.406,40.513,45.476,49.792,54.298,58.394,,60.395,67.995,68.974,53.536,77.074,0
2025-01-01T01:19:00,40.197,44.689,,49.135,52.164,56.595,57.129,60.19,65.445,69.367,73.79,75.21,0
2025-01-01T01:20:00,38.696,42.732,43.986,47.429,50.975,56.857,58.953,,68.633,68.65,71.327,74.484,0
2025-01-01T01:21:00,39.776,45.772,43.902,47.105,52.847,52.999,58.382,60.263,65.131,68.994,71.85,74.793,0
2025-01-01T01:22:00,39.34,45.601,48.355,47.165,50.696,52.424,57.041,61.021,63.154,68.667,70.948,73.693,0
2025-01-01T01:23:00,43.818,,46.436,48.617,48.757,55.895,58.595,59.235,63.975,66.661,68.804,74.352,0
2025-01-01T01:24:00,,40.9,41.649,47.481,49.469,53.428,57.758,,67.102,69.114,72.678,72.124,0
2025-01-01T01:25:00,43.339,42.409,45.243,46.752,51.64,53.428,57.207,59.009,,69.649,71.506,72.733,0
2025-01-01T01:26:00,44.46,,42.985,46.755,47.115,53.799,55.786,59.519,65.23,46.331,70.121,72.274,0
2025-01-01T01:27:00,45.0,43.168,42.119,45.858,47.922,51.391,55.324,58.035,81.573,65.345,69.015,,0
2025-01-01T01:28:00,43.15,46.61,44.385,48.392,48.874,50.73,57.348,58.811,64.239,67.217,69.969,72.108,0
2025-01-01T01:29:00,43.617,44.631,44.686,44.476,48.958,54.333,54.934,59.515,59.303,66.42,67.321,72.674,0
2025-01-01T01:30:00,44.182,43.073,42.791,,47.84,49.819,56.312,58.912,61.307,61.997,69.699,69.934,0
2025-01-01T01:31:00,43.504,46.411,46.163,45.248,47.731,52.247,51.961,57.512,60.01,66.888,69.012,73.145,0
2025-01-01T01:32:00,46.227,43.487,44.067,46.339,50.029,49.134,52.344,56.178,63.384,64.657,66.913,72.353,0
2025-01-01T01:33:00,44.044,46.711,43.657,46.842,49.121,52.81,54.659,,61.533,66.492,66.489,69.217,0
2025-01-01T01:34:00,46.8,42.749,45.879,45.365,46.656,,34.028,55.564,62.137,63.495,68.132,70.72,0
2025-01-01T01:35:00,46.097,,46.647,45.476,48.032,50.483,50.401,56.104,58.81,63.672,67.114,68.992,0
2025-01-01T01:36:00,46.051,47.732,44.804,46.57,46.118,48.719,51.455,57.744,61.407,63.31,65.541,,0
2025-01-01T01:37:00,29.768,44.764,,49.61,47.166,49.121,51.971,56.97,58.723,60.436,,67.836,0
2025-01-01T01:38:00,49.915,48.994,45.29,44.899,49.408,52.319,53.637,55.389,58.792,63.092,66.028,67.627,0
2025-01-01T01:39:00,48.852,48.696,45.494,46.39,46.526,30.288,53.968,55.233,59.054,61.558,63.899,68.12,0
2025-01-01T01:40:00,50.381,47.583,48.02,49.121,47.379,49.918,55.232,56.515,58.065,62.849,65.201,66.322,0
2025-01-01T01:41:00,51.366,46.544,49.049,45.472,49.637,49.415,,55.993,56.935,59.617,62.909,67.184,0
2025-01-01T01:42:00,51.935,48.493,49.246,46.756,50.119,,,54.11,58.399,60.044,,66.77,0
2025-01-01T01:43:00,50.735,49.822,49.554,46.285,48.068,51.437,50.882,75.487,57.853,81.803,66.673,66.977,0
2025-01-01T01:44:00,52.994,30.568,50.52,49.826,51.928,50.817,51.697,54.811,57.45,57.855,63.907,68.331,0
2025-01-01T01:45:00,53.725,53.353,51.628,50.039,49.57,50.211,51.339,56.72,55.139,59.654,64.429,65.655,0
2025-01-01T01:46:00,52.163,53.385,52.257,49.624,50.733,50.786,52.435,53.941,55.455,59.616,63.787,65.364,0
2025-01-01T01:47:00,52.235,51.079,48.083,49.809,51.311,48.773,51.26,50.295,56.508,59.581,,65.508,0
2025-01-01T01:48:00,57.63,53.943,53.284,47.507,53.199,50.059,52.587,53.032,58.271,60.295,61.93,65.684,0
2025-01-01T01:49:00,53.972,53.855,49.932,49.737,49.965,48.219,52.603,54.87,,59.542,65.164,66.574,0
2025-01-01T01:50:00,57.121,53.896,52.358,51.772,48.646,50.765,52.562,55.011,54.71,40.189,62.638,65.357,0
2025-01-01T01:51:00,,55.997,52.374,49.269,49.223,50.287,53.471,54.306,54.875,58.884,,64.833,0
2025-01-01T01:52:00,55.476,,50.736,52.023,54.753,51.718,51.02,53.48,56.811,,41.731,63.602,0
2025-01-01T01:53:00,55.609,54.881,54.763,52.224,50.662,,52.981,53.201,58.847,62.609,60.875,66.297,0
2025-01-01T01:54:00,57.347,56.398,55.87,53.558,53.097,51.909,54.201,56.637,55.036,58.037,60.722,64.368,0
2025-01-01T01:55:00,57.247,56.763,54.295,51.006,54.145,51.971,54.04,54.37,56.439,57.91,60.985,63.807,0
2025-01-01T01:56:00,60.054,59.689,53.909,53.769,54.385,53.704,34.689,56.724,55.877,57.83,,,0
2025-01-01T01:57:00,59.981,81.397,,54.452,50.696,53.99,54.913,51.616,55.351,59.842,61.115,65.206,0
2025-01-01T01:58:00,61.354,,55.951,55.712,54.252,53.165,50.124,52.715,59.059,,61.705,61.742,0
2025-01-01T01:59:00,59.479,58.543,,56.549,52.118,54.45,53.319,57.267,54.998,60.183,61.756,64.397,0
2025-01-01T02:00:00,59.243,60.742,56.792,54.908,54.082,55.429,52.452,56.336,55.139,58.68,63.293,63.547,0
2025-01-01T02:01:00,61.278,59.873,59.868,56.691,54.807,54.085,55.197,54.625,56.239,57.486,64.788,61.379,0
2025-01-01T02:02:00,60.429,,62.007,56.938,55.514,54.39,53.535,57.177,57.452,56.803,60.789,64.091,0
2025-01-01T02:03:00,62.053,,57.704,55.558,57.269,57.384,54.278,55.179,55.61,58.641,63.43,63.627,0
2025-01-01T02:04:00,59.268,63.825,58.686,56.21,56.106,55.493,57.398,,59.635,55.916,57.197,65.345,0
2025-01-01T02:05:00,59.926,59.111,63.789,59.02,56.289,55.474,55.359,56.961,58.064,59.318,60.359,62.346,0
2025-01-01T02:06:00,64.275,60.805,61.324,59.696,57.728,57.837,,57.73,58.245,57.531,59.31,62.555,0
2025-01-01T02:07:00,59.641,61.139,60.973,60.681,59.576,,56.278,57.373,59.193,60.082,61.838,61.962,0
2025-01-01T02:08:00,60.474,60.755,63.92,64.226,59.569,56.991,58.049,57.73,58.613,61.336,60.035,62.419,0
2025-01-01T02:09:00,58.82,62.143,84.263,58.881,59.143,58.855,56.079,55.73,59.379,57.816,,60.376,0
2025-01-01T02:10:00,61.057,62.798,62.488,60.947,60.892,57.86,56.476,,58.971,57.81,59.911,62.599,0
2025-01-01T02:11:00,60.228,64.138,60.745,60.382,60.646,59.275,58.496,59.562,53.875,57.026,60.625,61.367,0
2025-01-01T02:12:00,61.289,63.156,62.459,64.665,63.481,54.97,57.727,56.718,57.0,59.139,60.544,60.618,0
2025-01-01T02:13:00,,60.625,63.397,57.806,62.134,57.121,59.288,57.743,55.155,60.065,60.051,64.168,0
2025-01-01T02:14:00,58.431,62.702,64.067,61.565,60.622,59.656,58.335,57.23,58.524,58.01,58.879,61.508,0
2025-01-01T02:15:00,60.018,63.018,64.773,63.407,63.431,60.083,58.099,57.038,56.564,61.91,58.46,61.375,0
2025-01-01T02:16:00,60.124,63.665,61.903,60.636,64.576,59.772,60.083,58.226,60.812,57.966,58.809,64.326,0
2025-01-01T02:17:00,59.43,62.96,61.015,66.029,63.193,60.392,64.109,58.648,60.049,59.226,62.943,66.47,0
2025-01-01T02:18:00,55.335,61.592,65.802,62.146,,61.385,59.268,57.26,,59.657,61.66,64.143,0
2025-01-01T02:19:00,56.702,60.881,63.688,63.422,65.055,62.944,58.594,60.947,59.77,59.336,80.551,65.368,0
2025-01-01T02:20:00,56.002,,67.459,64.318,63.401,63.452,62.986,59.536,63.444,57.789,40.096,64.03,0
2025-01-01T02:21:00,,60.201,64.364,62.658,60.818,65.301,63.148,62.438,61.741,60.486,63.496,60.864,0
2025-01-01T02:22:00,54.731,58.702,64.569,64.429,64.213,61.471,65.036,61.759,59.464,62.106,58.664,63.724,0
2025-01-01T02:23:00,56.048,61.69,63.729,66.958,65.362,60.939,61.666,59.442,63.751,60.352,61.815,64.519,0
2025-01-01T02:24:00,53.552,59.313,,62.797,64.475,66.643,64.55,63.958,,61.407,61.298,81.548,0
2025-01-01T02:25:00,51.646,57.61,63.555,,66.668,61.297,64.146,62.826,63.02,61.348,,63.483,0
2025-01-01T02:26:00,54.04,56.148,62.755,65.431,67.877,65.526,63.665,62.571,62.245,63.449,59.009,63.059,0
2025-01-01T02:27:00,52.619,60.923,,64.127,65.31,67.008,63.717,62.898,65.477,63.346,59.668,67.931,0
2025-01-01T02:28:00,52.123,61.101,83.015,84.903,67.711,65.197,65.006,62.879,61.123,67.118,61.933,65.302,0
2025-01-01T02:29:00,52.383,59.82,66.674,65.74,68.703,65.543,64.923,62.172,61.788,64.723,61.08,64.625,0
2025-01-01T02:30:00,47.987,59.023,66.067,64.65,68.115,64.394,65.997,63.687,65.641,64.408,62.832,65.296,0
2025-01-01T02:31:00,47.99,57.946,63.015,69.45,65.073,63.16,84.952,68.383,65.153,65.746,63.112,65.837,0
2025-01-01T02:32:00,47.342,61.009,62.355,65.235,65.394,70.806,70.064,66.134,62.014,65.767,63.608,65.766,0
2025-01-01T02:33:00,46.622,56.633,,66.998,67.446,67.607,67.74,,65.402,61.428,63.418,64.615,0
2025-01-01T02:34:00,49.367,52.334,,,68.173,,68.675,68.221,65.923,65.183,63.872,65.611,0
2025-01-01T02:35:00,48.217,54.884,61.513,66.653,68.778,67.812,,63.785,64.529,63.987,61.894,63.846,0
2025-01-01T02:36:00,27.912,54.994,62.431,66.411,68.336,69.282,68.79,66.195,67.384,67.063,65.565,,0
2025-01-01T02:37:00,45.449,56.072,61.096,67.265,68.548,67.712,68.947,66.491,68.63,65.571,65.831,67.148,0
2025-01-01T02:38:00,45.476,55.545,,68.719,68.534,72.049,,69.435,66.034,64.758,67.901,65.927,0
2025-01-01T02:39:00,45.54,52.44,62.482,65.548,67.911,68.66,68.518,,68.618,65.724,67.558,66.076,0
2025-01-01T02:40:00,45.754,53.761,60.445,64.747,66.0,69.176,70.001,65.657,87.241,68.165,,68.802,0
2025-01-01T02:41:00,44.696,52.614,59.706,64.988,66.541,,71.043,68.905,67.003,68.962,66.995,66.122,0
2025-01-01T02:42:00,42.562,51.47,58.48,62.179,69.647,71.534,71.898,69.777,71.077,,,87.626,0
2025-01-01T02:43:00,44.728,50.826,60.704,65.329,66.711,69.6,72.297,68.671,68.289,,65.872,67.812,0
2025-01-01T02:44:00,41.825,48.859,58.327,64.51,69.52,67.297,71.696,72.171,,69.563,67.267,,0
2025-01-01T02:45:00,41.989,50.601,58.055,62.674,66.928,69.896,70.528,70.675,68.442,69.777,68.733,67.318,0
2025-01-01T02:46:00,44.58,49.77,56.294,62.14,68.259,70.942,73.353,72.114,71.627,70.363,67.8,70.9,0
2025-01-01T02:47:00,42.825,48.143,54.977,62.165,66.711,71.999,70.882,70.518,70.168,69.649,69.623,66.818,0
2025-01-01T02:48:00,40.017,47.313,56.567,62.679,70.272,71.479,69.54,70.814,71.174,70.43,51.032,69.405,0
2025-01-01T02:49:00,41.296,48.146,55.883,62.688,64.487,70.047,72.805,72.84,72.846,70.039,69.411,69.406,0
2025-01-01T02:50:00,40.825,45.482,55.428,60.015,68.699,72.756,73.551,71.572,72.704,72.568,70.941,70.107,0
2025-01-01T02:51:00,42.629,49.602,54.227,62.439,67.204,71.239,74.273,72.768,71.05,73.477,70.838,69.878,0
2025-01-01T02:52:00,41.703,45.612,54.578,62.311,68.613,71.551,69.666,72.274,73.14,72.298,71.546,72.55,0
2025-01-01T02:53:00,41.618,46.536,52.864,43.255,67.598,69.793,74.925,71.808,70.925,73.349,70.404,71.43,0
2025-01-01T02:54:00,39.44,45.252,,59.624,66.484,,71.89,69.698,,70.681,71.032,71.493,0
2025-01-01T02:55:00,40.101,43.005,50.974,59.45,65.076,73.237,71.942,,74.043,72.587,,70.934,0
2025-01-01T02:56:00,40.132,45.489,53.211,58.066,67.231,68.554,71.818,75.099,72.087,73.513,70.508,71.021,0
2025-01-01T02:57:00,,43.711,53.55,60.417,66.542,67.716,72.629,73.232,75.054,72.655,70.697,73.569,0
2025-01-01T02:58:00,41.197,45.221,50.741,57.013,,72.279,,73.685,72.382,76.22,73.809,73.236,0
2025-01-01T02:59:00,39.261,43.341,49.669,59.303,65.902,71.589,74.069,76.011,76.767,75.956,74.381,72.582,0
2025-01-01T03:00:00,39.427,43.955,48.763,55.969,64.837,69.653,69.601,73.735,73.292,71.819,72.211,73.97,0
2025-01-01T03:01:00,42.63,45.302,,54.635,65.433,66.617,71.965,75.222,76.411,74.04,72.883,77.005,0
2025-01-01T03:02:00,42.329,40.661,47.371,56.294,61.012,65.195,72.257,72.81,72.775,76.018,75.619,76.825,0
2025-01-01T03:03:00,41.989,44.167,48.012,54.993,60.15,67.808,72.397,76.615,76.218,76.511,75.778,74.356,0
2025-01-01T03:04:00,42.776,43.204,50.421,55.747,65.248,90.088,73.582,75.136,73.424,77.304,71.897,71.87,0
2025-01-01T03:05:00,41.873,42.694,49.54,52.225,59.725,70.033,73.915,76.287,75.022,77.916,76.972,74.123,0
2025-01-01T03:06:00,45.098,41.33,46.696,55.657,64.067,64.277,68.565,74.951,77.542,78.773,77.663,76.061,0
2025-01-01T03:07:00,42.222,41.538,44.394,53.718,60.82,66.971,71.128,75.161,74.82,78.646,77.585,77.496,0
2025-01-01T03:08:00,,40.149,48.704,54.639,59.309,70.086,70.649,75.338,75.211,75.83,74.816,77.259,0
2025-01-01T03:09:00,44.974,42.822,45.66,53.919,59.958,66.186,72.92,,77.976,75.495,76.466,96.43,0
2025-01-01T03:10:00,44.453,42.37,46.74,49.049,59.113,67.527,91.004,72.656,73.235,77.673,77.946,75.308,0
2025-01-01T03:11:00,43.269,40.814,44.98,53.184,57.344,65.163,69.497,75.879,75.782,75.193,79.187,77.085,0
2025-01-01T03:12:00,44.936,41.202,45.554,50.897,58.732,67.328,70.776,76.583,77.389,75.615,79.525,,0
2025-01-01T03:13:00,47.41,40.697,45.985,48.916,,66.919,69.968,73.864,77.819,75.27,80.802,79.069,0
2025-01-01T03:14:00,45.437,43.223,45.968,51.568,57.251,63.404,68.433,75.016,76.301,75.767,78.457,76.382,0
2025-01-01T03:15:00,49.692,43.348,43.838,51.931,58.133,65.778,68.016,55.605,77.154,77.323,78.434,78.018,0
2025-01-01T03:16:00,45.508,44.545,45.89,51.263,55.373,64.48,67.844,75.344,77.305,78.061,78.56,78.91,0
2025-01-01T03:17:00,50.705,,43.589,,57.362,61.816,69.326,74.294,78.539,79.069,80.071,75.959,0
2025-01-01T03:18:00,48.892,43.603,44.101,48.356,54.475,61.257,67.98,73.166,77.045,77.369,78.342,80.133,0
2025-01-01T03:19:00,50.045,44.275,44.39,49.395,55.279,63.112,69.68,72.206,77.197,80.21,79.976,79.322,0
2025-01-01T03:20:00,52.084,47.514,45.465,51.238,52.978,62.179,68.855,72.568,,78.371,78.888,79.573,0
2025-01-01T03:21:00,49.583,45.69,41.079,47.425,54.302,61.297,67.015,72.667,75.646,,79.722,80.118,0
2025-01-01T03:22:00,50.438,45.674,43.59,45.158,55.315,63.469,66.384,73.077,77.188,78.99,78.838,79.784,0
2025-01-01T03:23:00,51.35,45.642,45.392,49.649,54.098,60.158,67.055,92.717,75.846,97.503,80.847,82.523,0
2025-01-01T03:24:00,53.403,47.319,48.411,44.036,53.245,60.423,65.432,69.566,76.888,78.221,82.27,81.511,0
2025-01-01T03:25:00,53.033,46.416,43.239,,52.546,60.639,69.147,69.448,76.507,75.661,80.589,81.234,0
2025-01-01T03:26:00,73.546,47.779,43.992,48.755,52.28,61.451,66.115,72.939,73.445,78.506,80.876,81.166,0
2025-01-01T03:27:00,54.615,47.186,45.842,46.831,51.547,58.818,66.383,70.306,75.575,76.672,80.545,,0
2025-01-01T03:28:00,58.928,48.599,45.367,47.817,51.573,54.967,64.586,70.75,74.463,74.473,81.375,82.216,0
2025-01-01T03:29:00,53.338,50.722,44.996,46.813,49.324,,65.988,70.667,74.415,75.261,82.022,83.895,0
2025-01-01T03:30:00,53.088,47.447,47.627,,50.278,55.669,62.165,70.138,75.97,78.117,81.566,79.796,0
2025-01-01T03:31:00,57.268,52.946,44.906,44.708,51.904,58.461,63.986,71.239,76.696,75.038,82.845,79.605,0
2025-01-01T03:32:00,58.915,53.127,45.152,47.157,51.593,55.722,61.177,66.769,74.24,77.512,79.555,80.447,0
2025-01-01T03:33:00,57.015,52.712,,48.256,49.273,55.017,61.806,69.745,73.209,,80.342,80.756,0
2025-01-01T03:34:00,56.549,50.91,46.415,47.763,51.803,53.272,64.736,70.037,73.374,77.034,80.31,80.188,0
2025-01-01T03:35:00,56.98,52.64,46.487,47.029,51.597,53.683,63.72,67.341,75.245,77.101,79.409,80.115,0
2025-01-01T03:36:00,56.651,54.694,50.499,45.659,47.843,55.824,80.654,66.894,73.982,76.934,80.404,82.302,0
2025-01-01T03:37:00,60.599,55.131,49.337,47.486,48.842,54.171,61.852,68.594,73.4,74.434,80.734,79.927,0
2025-01-01T03:38:00,58.762,52.971,50.578,45.43,48.299,53.077,62.759,66.091,71.779,77.099,79.089,81.581,0
2025-01-01T03:39:00,60.805,53.551,49.563,47.804,49.755,52.053,62.168,65.721,69.602,76.599,78.634,83.997,0
2025-01-01T03:40:00,59.084,56.758,,49.309,48.893,55.25,60.233,66.857,68.873,77.086,84.752,82.198,0
2025-01-01T03:41:00,58.705,54.26,52.554,46.713,49.238,49.945,61.684,64.191,71.7,76.905,,82.721,0
2025-01-01T03:42:00,59.407,55.988,49.15,47.559,48.109,51.625,58.533,62.481,68.563,77.522,79.336,80.557,0
2025-01-01T03:43:00,60.211,57.865,51.76,50.493,50.125,52.132,78.372,63.646,71.448,75.081,80.987,81.939,0
2025-01-01T03:44:00,64.403,,52.724,51.354,47.722,53.848,57.227,66.973,70.201,74.328,79.716,82.15,0
2025-01-01T03:45:00,60.806,60.323,50.709,48.366,48.468,54.821,57.18,63.819,68.786,74.251,78.605,83.756,0
