COURSE ID,COURSE TITLE,COURSE URL,SESSION,DURATION,COURSE SCHEDULE ( 1H / DAY)
ML_06,Data Science Real World Projects in Python,https://havelsan.udemy.com/course/data-science-real-world-projects-in-python-x/,Project 1--&gt &gt  Predict Fare of Airlines Tickets using Machine Learning ,6H39M,2-3-4-5-6-7
ML_06,Data Science Real World Projects in Python,https://havelsan.udemy.com/course/data-science-real-world-projects-in-python-x/,Project 2--&gt &gt  Predict Password Strength using Natural Language Processing ,2H51M,8-9-10
ML_06,Data Science Real World Projects in Python,https://havelsan.udemy.com/course/data-science-real-world-projects-in-python-x/,Project 3--&gt &gt  Building and Deploying a Movie Recommendation System ! ,2H15M,11-12
ML_06,Data Science Real World Projects in Python,https://havelsan.udemy.com/course/data-science-real-world-projects-in-python-x/,Project 4--&gt &gt  Predict Stock Prices using Time Series Analysis ,1H49M,13-14
,,,,,
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Introduction ,2M,1
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Breast Cancer Classification ,1H10M,1
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Fashion Class Classification ,1H21M,2
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Directing Customers to Subscription Through App Behavior Analysis ,1H18M,3
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Minimizing Churn Rate Through Analysis of Financial Habits ,1H38M,4-5
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Predicting the Likelihood of E-Signing a Loan Based on Financial History ,1H45M,6-7
ML_07,Machine Learning Practical: 6 Real-World Applications,https://havelsan.udemy.com/course/machine-learning-practical/,Credit Card Fraud Detection ,1H18M,8
,,,,,
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Getting Started with Machine Learning Testing basics ,27M,1
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Early Testing Strategies in ML Model Engineering phase (Supervised Learning) ,50M,2
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Unsupervised Learning Models Testing in Engineering Phase ,27M,3
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Reinforcement Learning  and   Commonly used Frameworks and Algos in ML Models ,21M,3
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Functional Testing for Machine Learning Models in Evaluation Phase ,1H12M,4
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Introduction to API Testing on Machine Learning Models ,33M,5
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Responsible AI Testing with examples on Machine Learning (AI) Models ,25M,5
ML_08,Introduction to Machine Learning Models (AI) Testing,https://havelsan.udemy.com/course/machine-learning-models-ai-testing/,Post Deployment Testing Types with examples on Machine Learning Models ,29M,6
,,,,,
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Introduction ,12M,1
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,-- Part 1: Essential Python Programming -- ,1H43M,1-2
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,-- Part 2: Essential Mathematics -- ,2H30M,2-3-4
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,What is Data Science and Machine Learning? ,40M,5
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Descriptive Statistics ,28M,5
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Data Visualization ,1H30M,6-7
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Inferential Statistics  Distributions and Hypothesis ,2H11M,8-9
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,-- Part 4: Data Pre-Processing -- ,1H12M,10-11
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Simple Linear Regression ,46M,12
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Multiple Linear Regression ,1H10M,13
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Project 4 - Kaggle Bike Demand Predictions ,1H36M,14-15
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Logistic Regression ,37M,16
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Support Vector Machines (SVM) ,55M,17
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Decision Trees ,39M,18
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Random Forest ,13M,19
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Evaluate Classification Models ,49M,19
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Univariate Feature Selection ,1H12M,20
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Recursive Feature Elimination ,30M,21
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,-- Part 8: Dimensionality Reduction -- ,34M,21
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,---- Part 9 - Regularization ---- ,1H7M,22
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Cross Validation for Model Selection ,26M,23
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Hyperparameter Tuning for Model Selection ,58M,24
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,-- Part 11: Deep Learning ---- ,2H33M,25-26-27
ML_09,Data Science : Complete Data Science  and   Machine Learning,https://havelsan.udemy.com/course/complete-data-science-and-machine-learning-using-python/,---- Part 12 - Clustering or Cluster Analysis ---- ,1H4M,28
,,,,,
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,INTRODUCTION TO THE COURSE [QUICK WIN IN FIRST 10-12 MINS] ,44M,1
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,ANACONDA AND JUPYTER INSTALLATION ,18M,1
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,PROJECT #1: ARTIFICIAL NEURAL NETWORKS - CAR SALES PREDICTION ,2H2M,2-3
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,PROJECT #2: DEEP NEURAL NETWORKS - CIFAR-10 CLASSIFICATION ,2H45M,4-5-6
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,PROJECT #3: PROPHET TIME SERIES - CHICAGO CRIME RATE ,58M,7
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,PROJECT #4: PROPHET TIME SERIES - AVOCADO MARKET ,45M,8
ML_10,Machine Learning Practical Workout | 8 Real-World Projects,https://havelsan.udemy.com/course/deep-learning-machine-learning-practical/,PROJECT #5: LE-NET DEEP NETWORK - TRAFFIC SIGN CLASSIFICATION ,1H33M,9-10
